# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.003        0.000        1.887        6.852
       3.005       15.000        1.887        6.855
       4.006       25.000        1.887        6.855
       5.007       23.000        1.887        6.855
       6.008       27.000        1.887        6.855
       7.009       27.000        1.887        6.855
       8.011       23.000        1.887        6.855
       9.012       21.000        1.887        6.855
      10.013       23.000        1.887        6.855
      11.014       23.900        1.887        6.855
      12.018       21.000        1.887        6.855
