# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.000        0.000        1.887        6.852
       2.002        0.000        1.887        6.852
       3.003        2.000        1.887        6.855
       4.004        6.000        1.887        6.855
       5.006       12.000        1.887        6.855
       6.006       14.000        1.887        6.855
       7.007       12.000        1.887        6.855
       8.008       14.000        1.887        6.855
       9.009       13.000        1.887        6.855
      10.010       13.000        1.887        6.855
      11.011       13.000        1.887        6.855
      12.012        9.000        1.887        6.855
