# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.762        6.852
       1.002        0.000        1.762        6.852
       2.003        0.000        1.762        6.852
       3.005        0.000        1.762        6.852
       4.007       10.000        1.762        6.855
       5.008       10.000        1.762        6.855
       6.010       12.000        1.762        6.855
       7.011        6.000        1.762        6.855
       8.013       10.000        1.762        6.855
       9.014       12.000        1.762        6.855
      10.016       14.000        1.762        6.855
      11.018       10.000        1.762        6.855
      12.019       12.000        1.762        6.855
      13.021       14.000        1.762        6.855
