# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.002        0.000        1.820        6.852
       2.004        0.000        1.820        6.852
       3.005        0.000        1.820        6.852
       4.006        7.000        1.820        6.855
       5.007        8.000        1.820        6.855
       6.009        8.000        1.820        6.855
       7.010        7.000        1.820        6.855
       8.012        9.000        1.820        6.855
       9.013       12.000        1.820        6.855
      10.015       12.000        1.820        6.855
      11.016       10.000        1.820        6.855
      12.018       11.000        1.820        6.855
      13.019       12.000        1.820        6.855
