# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.758        6.852
       1.001        0.000        1.758        6.852
       2.003        0.000        1.758        6.852
       3.005        7.000        1.758        6.855
       4.006       20.000        1.758        6.855
       5.007       19.000        1.758        6.855
       6.008       23.000        1.758        6.855
       7.009       24.000        1.758        6.855
       8.010       24.000        1.758        6.855
       9.011       21.000        1.758        6.855
      10.012       20.000        1.758        6.855
      11.014       18.000        1.758        6.855
      12.015       18.000        1.758        6.855
