# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.766        6.852
       1.001        0.000        1.766        6.852
       2.003        0.000        1.766        6.852
       3.005        0.000        1.766        6.852
       4.006       10.000        1.766        6.855
       5.007       23.000        1.766        6.855
       6.009       20.000        1.766        6.855
       7.010       19.000        1.766        6.855
       8.010       21.000        1.766        6.855
       9.011       26.000        1.766        6.855
      10.012       24.000        1.766        6.855
      11.014       20.000        1.766        6.855
      12.015       24.000        1.766        6.855
      13.016       27.000        1.766        6.855
