# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.003        0.000        1.887        6.852
       3.005        2.000        1.887        6.855
       4.006       18.000        1.887        6.855
       5.008       18.000        1.887        6.855
       6.009       23.000        1.887        6.855
       7.011       23.000        1.887        6.855
       8.012       27.000        1.887        6.855
       9.013       18.000        1.887        6.855
      10.014       19.000        1.887        6.855
      11.015       21.000        1.887        6.855
      12.016       23.000        1.887        6.855
