# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.812        6.852
       1.001        0.000        1.812        6.852
       2.003        0.000        1.812        6.852
       3.005        5.000        1.812        6.855
       4.007       14.000        1.812        6.855
       5.008       15.000        1.812        6.855
       6.009       15.000        1.812        6.855
       7.010       13.000        1.812        6.855
       8.011       17.000        1.812        6.855
       9.012       14.000        1.812        6.855
      10.014       13.000        1.812        6.855
      11.015       13.000        1.812        6.855
      12.017       15.000        1.812        6.855
