# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.770        6.852
       1.001        0.000        1.770        6.852
       2.003        0.000        1.770        6.852
       3.004        1.000        1.770        6.855
       4.005       18.000        1.770        6.855
       5.006       19.000        1.770        6.855
       6.008       16.000        1.770        6.855
       7.008       16.000        1.770        6.855
       8.009       19.000        1.770        6.855
       9.010       16.000        1.770        6.855
      10.012       21.000        1.770        6.855
      11.013       19.000        1.770        6.855
      12.013       22.000        1.770        6.855
