# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.879        6.852
       1.001        0.000        1.879        6.852
       2.003        0.000        1.879        6.852
       3.005        2.000        1.879        6.855
       4.007        7.000        1.879        6.855
       5.007       15.000        1.879        6.855
       6.009       12.000        1.879        6.855
       7.010       12.000        1.879        6.855
       8.011       11.000        1.879        6.855
       9.013       16.000        1.879        6.855
      10.013       10.000        1.879        6.855
      11.015       11.000        1.879        6.855
      12.017        9.000        1.879        6.855
