# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.003        0.000        1.887        6.852
       3.005        3.000        1.887        6.855
       4.007       14.000        1.887        6.855
       5.008       13.000        1.887        6.855
       6.009       11.000        1.887        6.855
       7.011        9.000        1.887        6.855
       8.013       12.000        1.887        6.855
       9.014        8.000        1.887        6.855
      10.016       13.000        1.887        6.855
      11.017        9.000        1.887        6.855
      12.018        9.000        1.887        6.855
