# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.005       11.000        1.820        6.855
       4.006       16.000        1.820        6.855
       5.007       17.000        1.820        6.855
       6.009       16.000        1.820        6.855
       7.010       13.000        1.820        6.855
       8.011       12.000        1.820        6.855
       9.013       12.000        1.820        6.855
      10.014       12.000        1.820        6.855
      11.015       15.000        1.820        6.855
      12.016       13.000        1.820        6.855
