# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.766        6.852
       1.002        0.000        1.766        6.852
       2.003        0.000        1.766        6.852
       3.005        0.000        1.766        6.855
       4.007       13.000        1.766        6.855
       5.008       14.000        1.766        6.855
       6.009       10.000        1.766        6.855
       7.011       13.000        1.766        6.855
       8.012       10.000        1.766        6.855
       9.014       14.000        1.766        6.855
      10.015        8.000        1.766        6.855
      11.016       10.000        1.766        6.855
      12.018       13.000        1.766        6.855
