# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.766        6.852
       1.001        0.000        1.766        6.852
       2.003        0.000        1.766        6.852
       3.005        0.000        1.766        6.852
       4.006       13.000        1.766        6.855
       5.007       13.000        1.766        6.855
       6.009       14.000        1.766        6.855
       7.010       14.000        1.766        6.855
       8.011       12.000        1.766        6.855
       9.013       14.000        1.766        6.855
      10.014       16.000        1.766        6.855
      11.015       16.000        1.766        6.855
      12.016       17.000        1.766        6.855
      13.017       15.000        1.766        6.855
