# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.003        0.000        1.887        6.852
       3.005        4.000        1.887        6.855
       4.006       27.000        1.887        6.855
       5.007       19.000        1.887        6.855
       6.009       23.000        1.887        6.855
       7.010       26.000        1.887        6.855
       8.011       25.000        1.887        6.855
       9.012       21.000        1.887        6.855
      10.014       20.000        1.887        6.855
      11.015       22.000        1.887        6.855
      12.016       26.000        1.887        6.855
