# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.766        6.852
       1.001        0.000        1.766        6.852
       2.003        0.000        1.766        6.852
       3.005        1.000        1.766        6.855
       4.006       25.000        1.766        6.855
       5.008       21.000        1.766        6.855
       6.008       25.000        1.766        6.855
       7.009       24.000        1.766        6.855
       8.010       23.000        1.766        6.855
       9.011       18.000        1.766        6.855
      10.013       19.000        1.766        6.855
      11.014       26.000        1.766        6.855
      12.015       20.000        1.766        6.855
