# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.005       13.000        1.820        6.855
       4.006       22.000        1.820        6.855
       5.007       26.000        1.820        6.855
       6.009       27.000        1.820        6.855
       7.010       22.900        1.820        6.855
       8.016       18.900        1.820        6.855
       9.017       21.000        1.820        6.855
      10.018       23.000        1.820        6.855
      11.019       21.000        1.820        6.855
      12.020       23.000        1.820        6.855
