# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.812        6.852
       1.001        0.000        1.812        6.852
       2.003        0.000        1.812        6.852
       3.005        6.000        1.812        6.855
       4.006       16.000        1.812        6.855
       5.008       15.000        1.812        6.855
       6.009       11.000        1.812        6.855
       7.010       13.000        1.812        6.855
       8.011       15.000        1.812        6.855
       9.013       16.000        1.812        6.855
      10.014       13.000        1.812        6.855
      11.016       11.000        1.812        6.855
      12.017       11.000        1.812        6.855
