# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.820        6.852
       1.001        0.000        1.820        6.852
       2.003        0.000        1.820        6.852
       3.005       11.000        1.820        6.855
       4.005       20.000        1.820        6.855
       5.006       20.000        1.820        6.855
       6.007       19.000        1.820        6.855
       7.008       17.000        1.820        6.855
       8.010       18.000        1.820        6.855
       9.011       24.000        1.820        6.855
      10.012       24.000        1.820        6.855
      11.013       16.000        1.820        6.855
      12.014       17.000        1.820        6.855
