# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.887        6.852
       1.001        0.000        1.887        6.852
       2.002        0.000        1.887        6.852
       3.003       11.000        1.887        6.855
       4.004       20.000        1.887        6.855
       5.005       24.000        1.887        6.855
       6.006       23.000        1.887        6.855
       7.007       27.000        1.887        6.855
       8.008       25.000        1.887        6.855
       9.009       24.000        1.887        6.855
      10.010       21.000        1.887        6.855
      11.011       24.000        1.887        6.855
      12.013       24.000        1.887        6.855
