# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.812        6.852
       1.001        0.000        1.812        6.852
       2.003        0.000        1.812        6.852
       3.005        6.000        1.812        6.855
       4.006        9.000        1.812        6.855
       5.007       10.000        1.812        6.855
       6.009       13.000        1.812        6.855
       7.010       14.000        1.812        6.855
       8.012       12.000        1.812        6.855
       9.013       12.000        1.812        6.855
      10.014       10.000        1.812        6.855
      11.015       12.000        1.812        6.855
      12.017       12.000        1.812        6.855
