# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
4fbe986;1;2022-04-01 12:46:49 UTC;-1;1.12;0.00;2.24;0.00;0.00;96.65
4fbe986;1;2022-04-01 12:46:50 UTC;-1;0.50;0.00;2.49;0.00;0.00;97.01
4fbe986;1;2022-04-01 12:46:51 UTC;-1;1.00;0.00;1.75;0.00;0.00;97.26
4fbe986;1;2022-04-01 12:46:52 UTC;-1;1.75;0.00;0.87;0.00;0.00;97.38
4fbe986;1;2022-04-01 12:46:53 UTC;-1;1.00;0.00;2.50;0.00;0.00;96.50
4fbe986;1;2022-04-01 12:46:54 UTC;-1;1.37;0.00;4.60;0.00;0.00;94.03
4fbe986;1;2022-04-01 12:46:55 UTC;-1;1.01;0.00;2.91;0.00;0.00;96.08
4fbe986;1;2022-04-01 12:46:56 UTC;-1;0.89;0.00;2.29;0.00;0.00;96.82
4fbe986;1;2022-04-01 12:46:57 UTC;-1;0.51;0.00;1.29;0.13;0.00;98.07
4fbe986;1;2022-04-01 12:46:58 UTC;-1;0.64;0.00;0.77;0.00;0.00;98.58
4fbe986;1;2022-04-01 12:46:59 UTC;-1;0.39;0.00;0.64;0.00;0.00;98.97
4fbe986;1;2022-04-01 12:47:00 UTC;-1;0.64;0.00;1.41;0.00;0.00;97.95
4fbe986;1;2022-04-01 12:47:01 UTC;-1;0.77;0.00;1.40;0.00;0.00;97.83
4fbe986;1;2022-04-01 12:47:02 UTC;-1;0.87;0.00;3.49;0.00;0.00;95.64
4fbe986;1;2022-04-01 12:47:03 UTC;-1;0.25;0.00;1.52;0.00;0.00;98.22
4fbe986;1;2022-04-01 12:47:04 UTC;-1;0.64;0.00;0.64;0.00;0.00;98.72
4fbe986;1;2022-04-01 12:47:05 UTC;-1;0.51;0.00;1.01;0.00;0.00;98.48
4fbe986;1;2022-04-01 12:47:06 UTC;-1;0.51;0.00;0.38;0.13;0.00;98.98
4fbe986;1;2022-04-01 12:47:07 UTC;-1;0.51;0.00;0.51;0.00;0.00;98.98
4fbe986;1;2022-04-01 12:47:08 UTC;-1;0.51;0.00;0.38;0.00;0.00;99.11
4fbe986;1;2022-04-01 12:47:09 UTC;-1;2.01;0.00;0.50;0.00;0.00;97.49
4fbe986;1;2022-04-01 12:47:10 UTC;-1;0.75;0.00;1.24;0.00;0.00;98.01
4fbe986;1;2022-04-01 12:47:11 UTC;-1;0.62;0.00;1.86;0.00;0.00;97.52
4fbe986;1;2022-04-01 12:47:12 UTC;-1;1.10;0.00;2.80;0.12;0.00;95.98
4fbe986;1;2022-04-01 12:47:13 UTC;-1;0.84;0.00;4.68;0.00;0.00;94.48
4fbe986;1;2022-04-01 12:47:14 UTC;-1;1.53;0.00;6.81;0.00;0.00;91.67
4fbe986;1;2022-04-01 12:47:15 UTC;-1;1.64;0.00;6.10;0.00;0.00;92.26
4fbe986;1;2022-04-01 12:47:16 UTC;-1;3.38;0.00;8.63;0.00;0.00;87.98
4fbe986;1;2022-04-01 12:47:17 UTC;-1;2.89;0.00;7.46;0.00;0.00;89.65
4fbe986;1;2022-04-01 12:47:18 UTC;-1;1.22;0.00;5.14;0.00;0.00;93.64
4fbe986;1;2022-04-01 12:47:19 UTC;-1;1.45;0.00;6.77;0.00;0.00;91.78
4fbe986;1;2022-04-01 12:47:20 UTC;-1;1.34;0.00;4.89;0.00;0.00;93.77
4fbe986;1;2022-04-01 12:47:21 UTC;-1;0.51;0.00;1.02;0.00;0.00;98.47
4fbe986;1;2022-04-01 12:47:22 UTC;-1;0.88;0.00;1.77;0.00;0.00;97.35
4fbe986;1;2022-04-01 12:47:23 UTC;-1;0.38;0.00;1.52;0.00;0.00;98.10
4fbe986;1;2022-04-01 12:47:24 UTC;-1;0.64;0.00;1.02;0.00;0.00;98.34
4fbe986;1;2022-04-01 12:47:25 UTC;-1;0.63;0.00;1.39;0.00;0.00;97.97
4fbe986;1;2022-04-01 12:47:26 UTC;-1;2.00;0.00;2.25;0.00;0.00;95.76
4fbe986;1;2022-04-01 12:47:27 UTC;-1;0.38;0.00;0.50;0.00;0.00;99.12
4fbe986;1;2022-04-01 12:47:28 UTC;-1;0.51;0.00;0.38;0.00;0.00;99.11
4fbe986;1;2022-04-01 12:47:29 UTC;-1;0.63;0.00;0.50;0.00;0.00;98.87
4fbe986;1;2022-04-01 12:47:30 UTC;-1;0.38;0.00;0.38;0.00;0.00;99.24
4fbe986;1;2022-04-01 12:47:31 UTC;-1;0.51;0.00;0.13;0.00;0.00;99.37
4fbe986;1;2022-04-01 12:47:32 UTC;-1;0.63;0.00;0.25;0.00;0.00;99.11
4fbe986;1;2022-04-01 12:47:33 UTC;-1;0.75;0.00;3.14;0.00;0.00;96.11
4fbe986;1;2022-04-01 12:47:34 UTC;-1;0.52;0.00;1.68;0.00;0.00;97.81
4fbe986;1;2022-04-01 12:47:35 UTC;-1;0.52;0.00;1.29;0.00;0.00;98.19
4fbe986;1;2022-04-01 12:47:36 UTC;-1;0.90;0.00;1.29;0.00;0.00;97.80
4fbe986;1;2022-04-01 12:47:37 UTC;-1;0.64;0.00;2.04;0.00;0.00;97.32
4fbe986;1;2022-04-01 12:47:38 UTC;-1;0.51;0.00;1.78;0.00;0.00;97.71
4fbe986;1;2022-04-01 12:47:39 UTC;-1;0.51;0.00;1.02;0.00;0.00;98.47
4fbe986;1;2022-04-01 12:47:40 UTC;-1;0.64;0.00;1.15;0.00;0.00;98.22
4fbe986;1;2022-04-01 12:47:41 UTC;-1;0.64;0.00;1.40;0.00;0.00;97.97
4fbe986;1;2022-04-01 12:47:42 UTC;-1;0.64;0.00;1.03;0.00;0.00;98.33
4fbe986;1;2022-04-01 12:47:43 UTC;-1;0.75;0.00;1.51;0.00;0.00;97.74
4fbe986;1;2022-04-01 12:47:44 UTC;-1;2.01;0.00;1.13;0.13;0.00;96.74
4fbe986;1;2022-04-01 12:47:45 UTC;-1;0.75;0.00;0.88;0.00;0.00;98.37
4fbe986;1;2022-04-01 12:47:46 UTC;-1;0.38;0.00;0.51;0.00;0.00;99.11
4fbe986;1;2022-04-01 12:47:47 UTC;-1;3.90;0.00;1.51;0.13;0.00;94.47
